# jws-store.de ar- es keszletfeed; penznem: EUR; arak: brutto kiskereskedelmi; keszlet: igaz/hamis (nincs darabszam); generalva (UTC): 2026-09-16T11:57:14+00:00
sku;name;price;list_price;on_sale;discount_percent;in_stock;stock_type;availability_text;delivery_days;weight_g;url;image_url;category;brand;was_duplicate;duplicate_count;last_modified
244310;Solarpanel Solarmodul Solar Faltbar Tragbar Flexibel Solartasche  80W 100W USB;179.9;179.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;3000;https://www.jws-store.de/solarpanel-solarmodul-solar-faltbar-tragbar-flexibel-solartasche-80w-100w-usb_244300_5771;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/244300/full/GalerieBild.jpg;;;False;1;2026-09-16T11:54:57+00:00
244380;Solarpanel Solarmodul Solar Faltbar Tragbar Flexibel Solartasche  80W 100W USB;85.9;129.9;True;33.87;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;3000;https://www.jws-store.de/solarpanel-solarmodul-solar-faltbar-tragbar-flexibel-solartasche-80w-100w-usb_244300_5772;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/244300/full/GalerieBild.jpg;;;False;1;2026-09-16T11:54:57+00:00
1721.;Tischbeine Edelstahl X U Trapez Tischkufen Tischgestell Tischuntergestell Set;89.9;99.9;True;10.01;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;0;https://www.jws-store.de/tischbeine/tischbeine-edelstahl-x-t-trapez-tischkufen-tischgestell-tischuntergestell-set_1700_4936;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1700/full/51-1-pxo--2-.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1701.;Tischbeine Edelstahl X U Trapez Tischkufen Tischgestell Tischuntergestell Set;89.9;99.9;True;10.01;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;0;https://www.jws-store.de/tischbeine/tischbeine-edelstahl-x-t-trapez-tischkufen-tischgestell-tischuntergestell-set_1700_4934;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1700/full/51-1-pxo--2-.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1702.;Tischbeine Edelstahl X U Trapez Tischkufen Tischgestell Tischuntergestell Set;109.9;109.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;0;https://www.jws-store.de/tischbeine/tischbeine-edelstahl-x-t-trapez-tischkufen-tischgestell-tischuntergestell-set_1700_4935;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1700/full/51-1-pxo--2-.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1783;U-Tischbeine Tischbeine metall Tischkufen Tischgestell Schwarz Transparent Industriedesign;49.9;49.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/tischbeine/u-tischbeine-tischbeine-schwarz-transparent-tischgestell-industriedesign_1779_3855;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1779/full/720-600-industrial-set-pxo.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1775;U-Tischbeine Tischbeine metall Tischkufen Tischgestell Schwarz Transparent Industriedesign;54.9;54.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/tischbeine/u-tischbeine-tischbeine-schwarz-transparent-tischgestell-industriedesign_1779_3858;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1779/full/720-600-industrial-set-pxo.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1786;U-Tischbeine Tischbeine metall Tischkufen Tischgestell Schwarz Transparent Industriedesign;58.9;58.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/tischbeine/u-tischbeine-tischbeine-schwarz-transparent-tischgestell-industriedesign_1779_3861;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1779/full/720-600-industrial-set-pxo.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1782;U-Tischbeine Tischbeine metall Tischkufen Tischgestell Schwarz Transparent Industriedesign;44.9;44.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/tischbeine/u-tischbeine-tischbeine-schwarz-transparent-tischgestell-industriedesign_1779_3851;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1779/full/720-600-industrial-set-pxo.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1755;X T Tischbeine Tischkufen Stahl Tischgestell Industriedesign Tischuntergestell metall;44.9;44.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;2000;https://www.jws-store.de/tischbeine/x-t-tischbeine-tischkufen-stahl-tischgestell-industriedesign-tischuntergestell-metall_1755_3844;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1755/full/Montage-Tischbeine.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1751;X T Tischbeine Tischkufen Stahl Tischgestell Industriedesign Tischuntergestell metall;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;2000;https://www.jws-store.de/tischbeine/x-t-tischbeine-tischkufen-stahl-tischgestell-industriedesign-tischuntergestell-metall_1755_3845;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1755/full/Montage-Tischbeine.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1792.;X T Tischbeine Tischkufen Stahl Tischgestell Industriedesign Tischuntergestell metall;45.9;45.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;2000;https://www.jws-store.de/tischbeine/x-t-tischbeine-tischkufen-stahl-tischgestell-industriedesign-tischuntergestell-metall_1755_4921;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1755/full/Montage-Tischbeine.jpg;;JWS;False;1;2026-09-16T11:54:57+00:00
1300;Lithium LiFePO4 Batterie Solar Batterie 12V Bluetooth Akku;199.9;199.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/lithium-batterie-solar-batterie-12v-bluetooth-lifepo4_1300_2670;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/1300/full/lifepo4-Batterien.jpg;Batterien;JWS;False;1;2026-09-16T11:54:57+00:00
190170;Blechschere Blechschneider Nibbler Blech Schere Druckluft Knabber Metallschere;29.9;29.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;0;https://www.jws-store.de/druckluftgeraete/blechschere-blechschneider-nibbler-blech-schere-druckluft-knabber-metallschere_190170_5986;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/190170/full/Blechschere.jpg;Druckluftgeräte;;False;1;2026-09-16T11:54:57+00:00
352;Druckluft Streifennagler Druckluftnagler Nagelgerät 34° 50mm bis 100mm Nagler;139.9;139.9;False;0.0;False;boolean;Produkt vergriffen, Lieferzeit auf Anfrage;70;1000;https://www.jws-store.de/druckluftnagler/druckluft-streifennagler-druckluftnagler-nagelgeraet-34-50mm-bis-100mm-nagler_352_2095;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/352/full/str4-pxo.jpg;Druckluftgeräte;JWS;False;1;2026-09-16T11:54:57+00:00
610;Druckluftkompressor Luftkompressor 900W 9 bar Kompressor Druckluft;299.9;279.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;0;https://www.jws-store.de/druckluftnagler/druckluftkompressor-luftkompressor-kompressor-druckluft_610_3547;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/610/full/Image2.jpg;Druckluftgeräte;JWS;False;1;2026-09-16T11:54:57+00:00
495.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;56.9;56.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3641;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
450.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;28.9;28.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3636;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
460.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3637;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
470.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3638;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
480.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;43.9;43.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3639;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
490.;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;47.9;47.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3640;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
498;D-Kopf Streifennägel 34° Blank 50-100mm 2000 Stück passend BeA Bostitch Paslode;36.9;36.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-34-blank-2000-stueck-passend-bea-bostitch-paslode_498_3635;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/498/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
451.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;34.9;34.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3896;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
461.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;42.9;42.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3897;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
471.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;44.9;44.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3898;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
481.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;48.9;48.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3899;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
491.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;54.9;54.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3900;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
499;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3895;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
496.;D-Kopf Streifennägel 50mm - 100mm 34° Verzinkt 2000 Stück BeA Bostitch Paslode;57.9;57.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/d-kopf-streifennaegel-50mm-100mm-34-verzinkt-2000-stueck-bea-bostitch-paslode_499_3901;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/499/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel;JWS;False;1;2026-09-16T11:54:57+00:00
182;Pappnägel 32mm x 3,1mm VERZINKT;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/pappn-gel/pappnaegel-32mm-x-3-1mm-verzinkt_182_1058;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/182/full/182-Pappnaeaegel.jpg;Druckluftgeräte > Klammern & Nägel > Pappnägel;JWS;False;1;2026-09-16T11:54:57+00:00
183;Pappnägel 45mm x 3,1mm VERZINKT;59.9;59.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/pappn-gel/pappnaegel-45mm-x-3-1mm-verzinkt_183_1059;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/183/full/183-Pappnaeaegel.jpg;Druckluftgeräte > Klammern & Nägel > Pappnägel;JWS;False;1;2026-09-16T11:54:57+00:00
202.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;18.9;18.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2094;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
189.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;13.9;13.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2082;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
15mm.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;11.9;11.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_4945;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
190.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;14.9;14.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2083;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
191.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;15.9;15.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2084;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
193.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;16.9;16.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2085;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
1089.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;17.9;17.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2086;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
107.;Stauchkopfstifte 15 20 25 30 35 40 45 50 mm;12.9;12.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/stauchkopfnaegel-ga18/stauchkopfstifte-20-25-30-35-40-45-50_351_2081;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/351/full/Stauchkopfnaegel.jpg;Druckluftgeräte > Klammern & Nägel > Stauchkopfnägel GA18;JWS;False;1;2026-09-16T11:54:57+00:00
470;D-Kopf Streifennägel 70mm 34° Blank 2000 Stück passend BeA Bostitch Paslode;39.9;39.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-naegel/streifennaegel/d-kopf-streifennaegel-70mm-34-blank-2-000-stueck-passend-bea-bostitch-paslode_470_1227;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/470/full/Streifennaegel34.jpg;Druckluftgeräte > Klammern & Nägel > Streifennägel;JWS;False;1;2026-09-16T11:54:57+00:00
260;Rundkopf Streifennägel 2,8x60mm 1000Stk VERZINKT;16.9;16.9;False;0.0;True;boolean;Kurzfristig verfügbar, Lieferzeit 4-5 Tage;7;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/streifenn-gel/rundkopf-streifennaegel-2-8x60mm-1000stk-verzinkt_260_1134;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/260/full/260-Streifenn-00E4-gel0.jpg;Druckluftgeräte > Klammern & Nägel > Streifennägel;JWS;False;1;2026-09-16T11:54:57+00:00
227;Rundkopf Streifennägel 2,8x65mm 5000Stk VERZINKT;52.9;52.9;False;0.0;True;boolean;Sofort versandfertig, Lieferzeit 48h;2;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/streifenn-gel/rundkopf-streifennaegel-2-8x65mm-5000stk-verzinkt_227_1101;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/227/full/227-Streifenn-00E4-gel0.jpg;Druckluftgeräte > Klammern & Nägel > Streifennägel;JWS;False;1;2026-09-16T11:54:57+00:00
232;Rundkopf Streifennägel 3,1x80mm 1000Stk blank;16.9;16.9;False;0.0;True;boolean;Kurzfristig verfügbar, Lieferzeit 4-5 Tage;7;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/streifenn-gel/rundkopf-streifennaegel-3-1x80mm-1000stk-blank_232_1106;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/232/full/232-Streifenn-00E4-gel0.jpg;Druckluftgeräte > Klammern & Nägel > Streifennägel;JWS;False;1;2026-09-16T11:54:57+00:00
186;Rundkopf Streifennägel 3,1x80mm 4000Stk VERZINKT;59.9;59.9;False;0.0;True;boolean;Kurzfristig verfügbar, Lieferzeit 4-5 Tage;7;1000;https://www.jws-store.de/druckluftnagler/klammern-n-gel/streifenn-gel/rundkopf-streifennaegel-3-1x80mm-4000stk-verzinkt_186_1062;https://cdn03.plentyone.com/iidhyn1xr43q/item/images/186/full/186-Streifenn-00E4-gel0.jpg;Druckluftgeräte > Klammern & Nägel > Streifennägel;JWS;False;1;2026-09-16T11:54:57+00:00
